Date;City;Station;Component;Value;Unit;Indicator;Periodicity;Quarter
2020-05-13;Riyadh;Al-Jazeera;CO;0.72;ppm;Avg / Hourly;Daily;
2020-05-13;Riyadh;At-Taawun;SO2;1.2;ppb;Min / Hourly;Daily;
2020-05-13;Riyadh;Al-Ghurabi;SO2;0.6;ppb;Max / Hourly;Daily;
2020-05-13;Riyadh;Al-Ghurabi;SO2;0.34;ppb;Avg / Hourly;Daily;
2020-05-13;Riyadh;Al-Muruj;NO2;14.1;ppb;Avg / Hourly;Daily;
2020-05-13;Riyadh;Al-Khalidiya;O3;1.5;ppb;Min / Hourly;Daily;
2020-05-13;Riyadh;Al-Jazeera;O3;18.4;ppb;Max / Hourly;Daily;
2020-05-13;Riyadh;Al-Jazeera;O3;13.32;ppb;Avg / Hourly;Daily;
2020-05-13;Riyadh;Al-Muruj;PM10;513.0;µg/m3;Max / Hourly;Daily;
2020-05-14;Riyadh;Al-Ghurabi;CO;0.3;ppm;Min / Hourly;Daily;
2020-05-14;Riyadh;Al-Khaleej;CO;0.5;ppm;Min / Hourly;Daily;
2020-05-14;Riyadh;Ar-Rawabi;CO;1.0;ppm;Min / Hourly;Daily;
2020-05-14;Riyadh;Ar-Rawabi;CO;1.7;ppm;Max / Hourly;Daily;
2020-05-14;Riyadh;Al-Jazeera;CO;1.52;ppm;Max / Hourly;Daily;
2020-05-14;Riyadh;Al-Muruj;CO;1.04;ppm;Max / Hourly;Daily;
2020-05-14;Riyadh;Al-Ghurabi;CO;0.54;ppm;Avg / Hourly;Daily;
2020-05-14;Riyadh;Al-Khaleej;CO;0.71;ppm;Avg / Hourly;Daily;
2020-05-14;Riyadh;Al-Ghurabi;SO2;0.7;ppb;Max / Hourly;Daily;
2020-05-14;Riyadh;Al-Khaleej;NO2;2.2;ppb;Max / Hourly;Daily;
2020-05-14;Riyadh;Ad-Dhubbat;NO2;29.9;ppb;Max / Hourly;Daily;
2020-05-14;Riyadh;Ad-Dhubbat;O3;32.9;ppb;Min / Hourly;Daily;
2020-05-14;Riyadh;Ar-Rawabi;O3;33.41;ppb;Avg / Hourly;Daily;
2020-05-14;Riyadh;Al-Jazeera;O3;11.44;ppb;Avg / Hourly;Daily;
2020-05-14;Riyadh;Al-Muruj;PM10;115.0;µg/m3;Min / Hourly;Daily;
2020-05-15;Riyadh;Al-Muruj;CO;0.89;ppm;Min / Hourly;Daily;
2020-05-15;Riyadh;Ar-Rawabi;CO;1.2;ppm;Max / Hourly;Daily;
2020-05-15;Riyadh;Al-Ghurabi;CO;0.69;ppm;Avg / Hourly;Daily;
2020-05-15;Riyadh;Ar-Rawabi;CO;0.99;ppm;Avg / Hourly;Daily;
2020-05-15;Riyadh;At-Taawun;CO;2.06;ppm;Avg / Hourly;Daily;
2020-05-15;Riyadh;Al-Muruj;CO;0.98;ppm;Avg / Hourly;Daily;
2020-05-15;Riyadh;Al-Jazeera;SO2;1.9;ppb;Max / Hourly;Daily;
2020-05-15;Riyadh;At-Taawun;SO2;1.04;ppb;Avg / Hourly;Daily;
2020-05-15;Riyadh;Ad-Dhubbat;NO2;42.4;ppb;Max / Hourly;Daily;
2020-05-15;Riyadh;Al-Jazeera;NO2;16.32;ppb;Avg / Hourly;Daily;
2020-05-15;Riyadh;Al-Ghurabi;O3;6.1;ppb;Min / Hourly;Daily;
2020-05-15;Riyadh;Ad-Dhubbat;O3;22.0;ppb;Min / Hourly;Daily;
2020-05-15;Riyadh;Al-Khaleej;O3;6.5;ppb;Max / Hourly;Daily;
2020-05-15;Riyadh;Al-Khaleej;O3;4.0;ppb;Avg / Hourly;Daily;
2020-05-15;Riyadh;At-Taawun;O3;7.67;ppb;Avg / Hourly;Daily;
2020-05-15;Riyadh;Al-Muruj;O3;39.5;ppb;Avg / Hourly;Daily;
2020-05-15;Riyadh;Al-Khalidiya;O3;9.27;ppb;Avg / Hourly;Daily;
2020-05-15;Riyadh;Al-Khaleej;PM10;37.0;µg/m3;Min / Hourly;Daily;
2020-05-15;Riyadh;Al-Jazeera;PM10;8.0;µg/m3;Min / Hourly;Daily;
2020-05-15;Riyadh;Al-Khaleej;PM10;108.0;µg/m3;Max / Hourly;Daily;
2020-05-15;Riyadh;Al-Jazeera;PM10;52.0;µg/m3;Max / Hourly;Daily;
2020-05-15;Riyadh;At-Taawun;PM10;155.0;µg/m3;Max / Hourly;Daily;
2020-05-15;Riyadh;Al-Ghurabi;PM10;31.79;µg/m3;Avg / Hourly;Daily;
2020-05-15;Riyadh;Al-Khaleej;PM10;76.62;µg/m3;Avg / Hourly;Daily;
2020-05-16;Riyadh;Al-Ghurabi;CO;0.5;ppm;Min / Hourly;Daily;
2020-05-16;Riyadh;At-Taawun;CO;3.6;ppm;Max / Hourly;Daily;
2020-05-16;Riyadh;Ad-Dhubbat;CO;1.6;ppm;Max / Hourly;Daily;
2020-05-16;Riyadh;Al-Khaleej;CO;0.87;ppm;Avg / Hourly;Daily;
2020-05-16;Riyadh;Al-Jazeera;CO;2.24;ppm;Avg / Hourly;Daily;
2020-05-16;Riyadh;Al-Ghurabi;SO2;1.1;ppb;Min / Hourly;Daily;
2020-05-16;Riyadh;Al-Jazeera;SO2;2.4;ppb;Max / Hourly;Daily;
2020-05-16;Riyadh;At-Taawun;SO2;1.3;ppb;Max / Hourly;Daily;
2020-05-16;Riyadh;Al-Ghurabi;SO2;1.64;ppb;Avg / Hourly;Daily;
2020-05-16;Riyadh;Al-Muruj;SO2;1.26;ppb;Avg / Hourly;Daily;
2020-05-16;Riyadh;Al-Ghurabi;NO2;15.0;ppb;Min / Hourly;Daily;
2020-05-16;Riyadh;Al-Jazeera;NO2;9.3;ppb;Min / Hourly;Daily;
2020-05-16;Riyadh;At-Taawun;NO2;5.1;ppb;Max / Hourly;Daily;
2020-05-16;Riyadh;Ad-Dhubbat;NO2;48.0;ppb;Max / Hourly;Daily;
2020-05-16;Riyadh;Ar-Rawabi;NO2;37.94;ppb;Avg / Hourly;Daily;
2020-05-16;Riyadh;Al-Muruj;O3;33.1;ppb;Min / Hourly;Daily;
2020-05-16;Riyadh;Ad-Dhubbat;O3;15.1;ppb;Min / Hourly;Daily;
2020-05-16;Riyadh;Al-Khaleej;O3;7.2;ppb;Max / Hourly;Daily;
2020-05-16;Riyadh;Al-Muruj;O3;48.7;ppb;Max / Hourly;Daily;
2020-05-16;Riyadh;Al-Muruj;O3;41.82;ppb;Avg / Hourly;Daily;
2020-05-16;Riyadh;Ad-Dhubbat;O3;27.77;ppb;Avg / Hourly;Daily;
2020-05-16;Riyadh;Al-Muruj;PM10;85.0;µg/m3;Min / Hourly;Daily;
2020-05-16;Riyadh;At-Taawun;PM10;83.04;µg/m3;Avg / Hourly;Daily;
2020-05-14;Riyadh;Ad-Dhubbat;CO;1.3;ppm;Max / Hourly;Daily;
2020-05-14;Riyadh;Ar-Rawabi;CO;1.38;ppm;Avg / Hourly;Daily;
2020-05-14;Riyadh;Al-Khalidiya;SO2;4.2;ppb;Min / Hourly;Daily;
2020-05-14;Riyadh;Al-Muruj;SO2;1.6;ppb;Max / Hourly;Daily;
2020-05-14;Riyadh;Al-Ghurabi;NO2;13.5;ppb;Min / Hourly;Daily;
2020-05-14;Riyadh;Al-Muruj;NO2;23.4;ppb;Max / Hourly;Daily;
2020-05-14;Riyadh;Ar-Rawabi;NO2;24.54;ppb;Avg / Hourly;Daily;
2020-05-14;Riyadh;Ar-Rawabi;O3;0.2;ppb;Min / Hourly;Daily;
2020-05-14;Riyadh;Al-Ghurabi;O3;36.4;ppb;Max / Hourly;Daily;
2020-05-14;Riyadh;Ar-Rawabi;O3;72.7;ppb;Max / Hourly;Daily;
2020-05-14;Riyadh;At-Taawun;PM10;223.0;µg/m3;Max / Hourly;Daily;
2020-05-14;Riyadh;Ar-Rawabi;PM10;143.08;µg/m3;Avg / Hourly;Daily;
2020-05-15;Riyadh;Al-Ghurabi;CO;0.3;ppm;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Khaleej;CO;0.9;ppm;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Jazeera;CO;0.74;ppm;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Muruj;CO;0.8;ppm;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Khaleej;CO;1.3;ppm;Max / Hourly;Daily;
2020-05-06;Riyadh;Ar-Rawabi;CO;2.1;ppm;Max / Hourly;Daily;
2020-05-06;Riyadh;Al-Muruj;CO;1.12;ppm;Max / Hourly;Daily;
2020-05-06;Riyadh;Al-Khaleej;SO2;1.0;ppb;Min / Hourly;Daily;
2020-05-06;Riyadh;At-Taawun;SO2;0.8;ppb;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Ghurabi;SO2;7.6;ppb;Max / Hourly;Daily;
2020-05-06;Riyadh;Al-Khalidiya;SO2;82.3;ppb;Max / Hourly;Daily;
2020-05-06;Riyadh;Al-Khaleej;NO2;1.9;ppb;Min / Hourly;Daily;
2020-05-06;Riyadh;At-Taawun;NO2;1.9;ppb;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Khalidiya;NO2;2.9;ppb;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Ghurabi;NO2;14.7;ppb;Max / Hourly;Daily;
2020-05-06;Riyadh;Al-Khaleej;NO2;2.1;ppb;Max / Hourly;Daily;
2020-05-06;Riyadh;Ar-Rawabi;NO2;35.02;ppb;Avg / Hourly;Daily;
2020-05-06;Riyadh;Al-Jazeera;NO2;8.79;ppb;Avg / Hourly;Daily;
2020-05-06;Riyadh;Al-Ghurabi;O3;45.6;ppb;Max / Hourly;Daily;
2020-05-06;Riyadh;Al-Muruj;O3;34.9;ppb;Max / Hourly;Daily;
2020-05-06;Riyadh;Al-Ghurabi;PM10;56.0;µg/m3;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Khaleej;PM10;1.0;µg/m3;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Muruj;PM10;3.0;µg/m3;Min / Hourly;Daily;
2020-05-06;Riyadh;Al-Ghurabi;PM10;262.0;µg/m3;Max / Hourly;Daily;
2020-05-06;Riyadh;Ar-Rawabi;PM10;626.0;µg/m3;Max / Hourly;Daily;
2020-05-06;Riyadh;Al-Muruj;PM10;201.0;µg/m3;Max / Hourly;Daily;
2020-05-06;Riyadh;Al-Jazeera;PM10;21.91;µg/m3;Avg / Hourly;Daily;
2020-05-07;Riyadh;Al-Khaleej;CO;1.0;ppm;Min / Hourly;Daily;
2020-05-07;Riyadh;Al-Jazeera;CO;0.52;ppm;Min / Hourly;Daily;
2020-05-07;Riyadh;Al-Ghurabi;CO;0.32;ppm;Avg / Hourly;Daily;
2020-05-07;Riyadh;Al-Khalidiya;CO;0.58;ppm;Avg / Hourly;Daily;
2020-05-07;Riyadh;Al-Ghurabi;SO2;0.1;ppb;Min / Hourly;Daily;
2020-05-07;Riyadh;Ar-Rawabi;SO2;0.1;ppb;Min / Hourly;Daily;
2020-05-07;Riyadh;Al-Jazeera;SO2;1.3;ppb;Min / Hourly;Daily;
2020-05-07;Riyadh;Al-Muruj;SO2;2.1;ppb;Max / Hourly;Daily;
2020-05-07;Riyadh;Al-Jazeera;SO2;1.62;ppb;Avg / Hourly;Daily;
2020-05-07;Riyadh;Al-Ghurabi;NO2;9.4;ppb;Min / Hourly;Daily;
2020-05-07;Riyadh;Al-Muruj;NO2;4.1;ppb;Min / Hourly;Daily;
2020-05-07;Riyadh;Al-Ghurabi;NO2;24.2;ppb;Max / Hourly;Daily;
2020-05-07;Riyadh;Al-Khaleej;NO2;2.2;ppb;Max / Hourly;Daily;
2020-05-07;Riyadh;Al-Muruj;NO2;6.33;ppb;Avg / Hourly;Daily;
2020-05-07;Riyadh;Al-Ghurabi;O3;27.6;ppb;Min / Hourly;Daily;
2020-05-07;Riyadh;Ar-Rawabi;O3;2.5;ppb;Min / Hourly;Daily;
2020-05-07;Riyadh;At-Taawun;O3;9.2;ppb;Max / Hourly;Daily;
2020-05-07;Riyadh;Al-Ghurabi;O3;37.0;ppb;Avg / Hourly;Daily;
2020-05-07;Riyadh;Al-Jazeera;O3;17.0;ppb;Avg / Hourly;Daily;
2020-05-07;Riyadh;Al-Khalidiya;O3;4.8;ppb;Avg / Hourly;Daily;
2020-05-07;Riyadh;Al-Ghurabi;PM10;94.0;µg/m3;Min / Hourly;Daily;
2020-05-07;Riyadh;Al-Khaleej;PM10;1.0;µg/m3;Min / Hourly;Daily;
2020-05-07;Riyadh;At-Taawun;PM10;240.0;µg/m3;Min / Hourly;Daily;
2020-05-07;Riyadh;Al-Ghurabi;PM10;542.0;µg/m3;Max / Hourly;Daily;
2020-05-08;Riyadh;Ar-Rawabi;CO;1.3;ppm;Min / Hourly;Daily;
2020-05-08;Riyadh;Al-Jazeera;CO;0.67;ppm;Min / Hourly;Daily;
2020-05-08;Riyadh;Al-Muruj;CO;0.98;ppm;Min / Hourly;Daily;
2020-05-08;Riyadh;Al-Khaleej;CO;1.3;ppm;Max / Hourly;Daily;
2020-05-08;Riyadh;Ar-Rawabi;CO;2.7;ppm;Max / Hourly;Daily;
2020-05-08;Riyadh;Al-Khalidiya;CO;0.9;ppm;Max / Hourly;Daily;
2020-05-08;Riyadh;Ar-Rawabi;CO;1.83;ppm;Avg / Hourly;Daily;
2020-05-08;Riyadh;Al-Khalidiya;CO;0.8;ppm;Avg / Hourly;Daily;
2020-05-08;Riyadh;Al-Khaleej;SO2;0.7;ppb;Min / Hourly;Daily;
2020-05-08;Riyadh;Al-Jazeera;SO2;1.78;ppb;Avg / Hourly;Daily;
2020-05-08;Riyadh;Al-Ghurabi;NO2;18.2;ppb;Max / Hourly;Daily;
2020-05-08;Riyadh;Al-Muruj;NO2;11.4;ppb;Max / Hourly;Daily;
2020-05-08;Riyadh;Al-Ghurabi;NO2;14.11;ppb;Avg / Hourly;Daily;
2020-05-08;Riyadh;Al-Jazeera;O3;21.8;ppb;Max / Hourly;Daily;
2020-05-08;Riyadh;Al-Muruj;O3;45.0;ppb;Max / Hourly;Daily;
2020-05-08;Riyadh;Ar-Rawabi;PM10;94.0;µg/m3;Min / Hourly;Daily;
2020-05-08;Riyadh;Ar-Rawabi;PM10;225.0;µg/m3;Max / Hourly;Daily;
2020-05-08;Riyadh;Al-Jazeera;PM10;35.0;µg/m3;Max / Hourly;Daily;
2020-05-08;Riyadh;Ar-Rawabi;PM10;136.86;µg/m3;Avg / Hourly;Daily;
2020-05-08;Riyadh;Al-Muruj;PM10;143.0;µg/m3;Avg / Hourly;Daily;
2020-05-08;Riyadh;Al-Khalidiya;PM10;148.91;µg/m3;Avg / Hourly;Daily;
2020-05-09;Riyadh;Al-Khaleej;CO;1.3;ppm;Max / Hourly;Daily;
2020-05-09;Riyadh;Al-Muruj;CO;1.09;ppm;Avg / Hourly;Daily;
2020-05-09;Riyadh;Al-Ghurabi;SO2;1.9;ppb;Max / Hourly;Daily;
2020-05-09;Riyadh;Al-Ghurabi;SO2;1.43;ppb;Avg / Hourly;Daily;
2020-05-09;Riyadh;Al-Muruj;NO2;17.1;ppb;Max / Hourly;Daily;
2020-05-09;Riyadh;Al-Muruj;NO2;11.08;ppb;Avg / Hourly;Daily;
2020-05-09;Riyadh;Ar-Rawabi;O3;3.6;ppb;Min / Hourly;Daily;
2020-05-09;Riyadh;Al-Muruj;O3;34.75;ppb;Avg / Hourly;Daily;
2020-05-09;Riyadh;Al-Khalidiya;O3;3.43;ppb;Avg / Hourly;Daily;
2020-05-09;Riyadh;Al-Khalidiya;PM10;83.0;µg/m3;Min / Hourly;Daily;
2020-05-09;Riyadh;Al-Khalidiya;PM10;931.0;µg/m3;Max / Hourly;Daily;
2020-05-10;Riyadh;Al-Ghurabi;CO;0.1;ppm;Min / Hourly;Daily;
2020-05-10;Riyadh;At-Taawun;CO;0.2;ppm;Min / Hourly;Daily;
2020-05-10;Riyadh;Al-Khalidiya;CO;0.9;ppm;Max / Hourly;Daily;
2020-05-10;Riyadh;Al-Khalidiya;CO;0.67;ppm;Avg / Hourly;Daily;
2020-05-10;Riyadh;Al-Khaleej;SO2;1.4;ppb;Max / Hourly;Daily;
2020-05-10;Riyadh;Ar-Rawabi;SO2;2.9;ppb;Max / Hourly;Daily;
2020-05-10;Riyadh;Al-Khaleej;SO2;0.93;ppb;Avg / Hourly;Daily;
2020-05-10;Riyadh;Al-Muruj;NO2;3.8;ppb;Min / Hourly;Daily;
2020-05-10;Riyadh;Al-Khaleej;NO2;2.04;ppb;Avg / Hourly;Daily;
2020-05-10;Riyadh;Al-Khalidiya;O3;4.2;ppb;Min / Hourly;Daily;
2020-05-10;Riyadh;Al-Ghurabi;O3;43.8;ppb;Max / Hourly;Daily;
2020-05-10;Riyadh;At-Taawun;O3;22.3;ppb;Max / Hourly;Daily;
2020-05-10;Riyadh;At-Taawun;O3;8.07;ppb;Avg / Hourly;Daily;
2020-05-10;Riyadh;Al-Muruj;O3;29.84;ppb;Avg / Hourly;Daily;
2020-05-10;Riyadh;Ar-Rawabi;PM10;131.0;µg/m3;Min / Hourly;Daily;
2020-05-10;Riyadh;At-Taawun;PM10;201.0;µg/m3;Min / Hourly;Daily;
2020-05-10;Riyadh;Ar-Rawabi;PM10;2660.0;µg/m3;Max / Hourly;Daily;
2020-05-10;Riyadh;At-Taawun;PM10;1673.0;µg/m3;Max / Hourly;Daily;
2020-05-10;Riyadh;Ar-Rawabi;PM10;390.45;µg/m3;Avg / Hourly;Daily;
2020-05-11;Riyadh;Al-Muruj;CO;0.98;ppm;Min / Hourly;Daily;
2020-05-11;Riyadh;Al-Muruj;CO;1.22;ppm;Max / Hourly;Daily;
2020-05-11;Riyadh;Al-Khalidiya;CO;2.7;ppm;Max / Hourly;Daily;
2020-05-11;Riyadh;Al-Ghurabi;CO;0.52;ppm;Avg / Hourly;Daily;
2020-05-11;Riyadh;Al-Khaleej;CO;0.99;ppm;Avg / Hourly;Daily;
2020-05-11;Riyadh;Al-Jazeera;CO;1.57;ppm;Avg / Hourly;Daily;
2020-05-11;Riyadh;Al-Ghurabi;SO2;0.3;ppb;Min / Hourly;Daily;
2020-05-11;Riyadh;Al-Khaleej;SO2;1.27;ppb;Avg / Hourly;Daily;
2020-05-11;Riyadh;Al-Khaleej;NO2;1.8;ppb;Min / Hourly;Daily;
2020-05-11;Riyadh;Al-Muruj;NO2;12.6;ppb;Min / Hourly;Daily;
2020-05-11;Riyadh;Al-Khaleej;NO2;2.1;ppb;Max / Hourly;Daily;
2020-05-11;Riyadh;Ar-Rawabi;NO2;44.6;ppb;Max / Hourly;Daily;
2020-05-11;Riyadh;Al-Muruj;O3;20.8;ppb;Min / Hourly;Daily;
2020-05-11;Riyadh;Al-Ghurabi;O3;88.6;ppb;Max / Hourly;Daily;
2020-05-11;Riyadh;Ar-Rawabi;O3;23.1;ppb;Max / Hourly;Daily;
2020-05-11;Riyadh;Al-Khaleej;O3;7.36;ppb;Avg / Hourly;Daily;
2020-05-11;Riyadh;Al-Jazeera;O3;15.2;ppb;Avg / Hourly;Daily;
2020-05-11;Riyadh;Al-Ghurabi;PM10;357.0;µg/m3;Max / Hourly;Daily;
2020-05-11;Riyadh;At-Taawun;PM10;487.33;µg/m3;Avg / Hourly;Daily;
2020-05-12;Riyadh;Al-Muruj;CO;0.88;ppm;Min / Hourly;Daily;
2019-08-01;Riyadh;Al-Jazeera;O3;47.32;ppb;Avg / Hourly;Monthly;
2019-08-01;Riyadh;Al-Uraija;PM10;341.0;µg/m3;Max / Hourly;Monthly;
2019-10-01;Riyadh;Al-Jazeera;CO;0.61;ppm;Min / Hourly;Monthly;
2019-10-01;Riyadh;Al-Khaleej;CO;0.87;ppm;Avg / Hourly;Monthly;
2019-10-01;Riyadh;Al-Khalidiya;CO;2.21;ppm;Avg / Hourly;Monthly;
2019-10-01;Riyadh;Ar-Rawabi;SO2;0.1;ppb;Min / Hourly;Monthly;
2019-10-01;Riyadh;Al-Muruj;SO2;0.1;ppb;Min / Hourly;Monthly;
2019-10-01;Riyadh;Al-Muruj;SO2;5.5;ppb;Max / Hourly;Monthly;
2019-10-01;Riyadh;Al-Khaleej;SO2;2.7;ppb;Avg / Hourly;Monthly;
2019-10-01;Riyadh;Al-Muruj;SO2;1.82;ppb;Avg / Hourly;Monthly;
2019-10-01;Riyadh;Al-Khaleej;NO2;3.1;ppb;Max / Hourly;Monthly;
2019-10-01;Riyadh;Al-Jazeera;NO2;24.56;ppb;Avg / Hourly;Monthly;
2019-10-01;Riyadh;At-Taawun;NO2;66.37;ppb;Avg / Hourly;Monthly;
2019-10-01;Riyadh;Al-Muruj;O3;0.5;ppb;Min / Hourly;Monthly;
2019-10-01;Riyadh;Al-Khalidiya;O3;1.0;ppb;Min / Hourly;Monthly;
2019-10-01;Riyadh;Al-Khaleej;PM10;16.0;µg/m3;Min / Hourly;Monthly;
2019-10-01;Riyadh;Ar-Rawabi;PM10;2.0;µg/m3;Min / Hourly;Monthly;
2019-10-01;Riyadh;Al-Khaleej;PM10;144.95;µg/m3;Avg / Hourly;Monthly;
2019-11-01;Riyadh;Al-Khaleej;CO;0.12;ppm;Min / Hourly;Monthly;
2019-11-01;Riyadh;At-Taawun;CO;0.01;ppm;Min / Hourly;Monthly;
2019-11-01;Riyadh;Al-Khalidiya;CO;0.01;ppm;Min / Hourly;Monthly;
2019-11-01;Riyadh;Al-Jazeera;CO;2.14;ppm;Max / Hourly;Monthly;
2019-11-01;Riyadh;At-Taawun;CO;14.29;ppm;Max / Hourly;Monthly;
2019-11-01;Riyadh;Al-Khalidiya;CO;3.7;ppm;Max / Hourly;Monthly;
2019-11-01;Riyadh;At-Taawun;CO;2.36;ppm;Avg / Hourly;Monthly;
2019-11-01;Riyadh;Al-Muruj;CO;1.08;ppm;Avg / Hourly;Monthly;
2019-11-01;Riyadh;Al-Khaleej;SO2;0.1;ppb;Min / Hourly;Monthly;
2019-11-01;Riyadh;Al-Uraija;SO2;0.1;ppb;Min / Hourly;Monthly;
2019-11-01;Riyadh;Ar-Rawabi;SO2;0.1;ppb;Min / Hourly;Monthly;
2019-11-01;Riyadh;Al-Uraija;SO2;12.4;ppb;Max / Hourly;Monthly;
2019-11-01;Riyadh;Al-Muruj;SO2;3.3;ppb;Max / Hourly;Monthly;
2019-11-01;Riyadh;Al-Khaleej;NO2;2.8;ppb;Max / Hourly;Monthly;
2019-11-01;Riyadh;Ar-Rawabi;NO2;52.72;ppb;Avg / Hourly;Monthly;
2019-11-01;Riyadh;At-Taawun;NO2;17.73;ppb;Avg / Hourly;Monthly;
2019-11-01;Riyadh;Al-Khalidiya;NO2;53.77;ppb;Avg / Hourly;Monthly;
2019-11-01;Riyadh;Al-Khalidiya;O3;1.0;ppb;Min / Hourly;Monthly;
2019-11-01;Riyadh;Al-Uraija;O3;52.0;ppb;Max / Hourly;Monthly;
2019-11-01;Riyadh;At-Taawun;O3;13.6;ppb;Max / Hourly;Monthly;
2019-11-01;Riyadh;Al-Muruj;O3;119.2;ppb;Max / Hourly;Monthly;
2019-11-01;Riyadh;Al-Khalidiya;O3;32.0;ppb;Max / Hourly;Monthly;
2019-11-01;Riyadh;Ar-Rawabi;O3;7.94;ppb;Avg / Hourly;Monthly;
2019-11-01;Riyadh;Al-Muruj;O3;59.35;ppb;Avg / Hourly;Monthly;
2019-11-01;Riyadh;Al-Uraija;PM10;20.0;µg/m3;Min / Hourly;Monthly;
2019-11-01;Riyadh;Al-Jazeera;PM10;1.0;µg/m3;Min / Hourly;Monthly;
2019-11-01;Riyadh;Al-Jazeera;PM10;16.19;µg/m3;Avg / Hourly;Monthly;
2019-12-01;Riyadh;Ar-Rawabi;CO;0.35;ppm;Min / Hourly;Monthly;
2019-12-01;Riyadh;Al-Muruj;CO;3.45;ppm;Max / Hourly;Monthly;
2019-12-01;Riyadh;Al-Khalidiya;CO;3.49;ppm;Max / Hourly;Monthly;
2019-12-01;Riyadh;Al-Uraija;CO;0.59;ppm;Avg / Hourly;Monthly;
2019-12-01;Riyadh;Al-Khaleej;SO2;13.5;ppb;Max / Hourly;Monthly;
2019-12-01;Riyadh;Al-Khaleej;SO2;3.09;ppb;Avg / Hourly;Monthly;
2019-12-01;Riyadh;Al-Muruj;NO2;10.7;ppb;Min / Hourly;Monthly;
2019-12-01;Riyadh;Al-Uraija;NO2;6.4;ppb;Max / Hourly;Monthly;
2019-12-01;Riyadh;Al-Muruj;NO2;122.3;ppb;Max / Hourly;Monthly;
2019-12-01;Riyadh;Al-Khalidiya;NO2;139.3;ppb;Max / Hourly;Monthly;
2019-12-01;Riyadh;Ar-Rawabi;O3;70.6;ppb;Max / Hourly;Monthly;
2019-12-01;Riyadh;Al-Uraija;O3;25.86;ppb;Avg / Hourly;Monthly;
2019-12-01;Riyadh;Al-Jazeera;O3;9.27;ppb;Avg / Hourly;Monthly;
2019-12-01;Riyadh;At-Taawun;O3;2.28;ppb;Avg / Hourly;Monthly;
2019-12-01;Riyadh;Al-Muruj;O3;18.88;ppb;Avg / Hourly;Monthly;
2019-12-01;Riyadh;Al-Muruj;PM10;2.0;µg/m3;Min / Hourly;Monthly;
2019-12-01;Riyadh;Al-Khalidiya;PM10;1.0;µg/m3;Min / Hourly;Monthly;
2019-12-01;Riyadh;Al-Khalidiya;PM10;230.0;µg/m3;Max / Hourly;Monthly;
2019-12-01;Riyadh;Al-Uraija;PM10;82.27;µg/m3;Avg / Hourly;Monthly;
2020-01-01;Riyadh;Al-Muruj;CO;0.4;ppm;Min / Hourly;Monthly;
2020-01-01;Riyadh;Al-Khalidiya;CO;0.01;ppm;Min / Hourly;Monthly;
2020-01-01;Riyadh;At-Taawun;CO;9.19;ppm;Max / Hourly;Monthly;
2020-01-01;Riyadh;Ar-Rawabi;SO2;0.1;ppb;Min / Hourly;Monthly;
2020-01-01;Riyadh;Al-Muruj;SO2;0.2;ppb;Min / Hourly;Monthly;
2020-01-01;Riyadh;At-Taawun;SO2;4.3;ppb;Max / Hourly;Monthly;
2020-01-01;Riyadh;Al-Muruj;SO2;4.0;ppb;Max / Hourly;Monthly;
2020-01-01;Riyadh;Al-Khalidiya;SO2;176.6;ppb;Max / Hourly;Monthly;
2020-01-01;Riyadh;Ar-Rawabi;NO2;0.1;ppb;Min / Hourly;Monthly;
2020-01-01;Riyadh;Al-Uraija;NO2;16.2;ppb;Max / Hourly;Monthly;
2020-01-01;Riyadh;At-Taawun;NO2;5.0;ppb;Max / Hourly;Monthly;
2020-01-01;Riyadh;Al-Uraija;NO2;6.75;ppb;Avg / Hourly;Monthly;
2020-01-01;Riyadh;Al-Uraija;O3;1.0;ppb;Min / Hourly;Monthly;
2020-01-01;Riyadh;Al-Khalidiya;O3;1.0;ppb;Min / Hourly;Monthly;
2020-01-01;Riyadh;Ar-Rawabi;O3;53.5;ppb;Max / Hourly;Monthly;
2020-01-01;Riyadh;Al-Jazeera;O3;31.7;ppb;Max / Hourly;Monthly;
2020-01-01;Riyadh;Ar-Rawabi;O3;14.55;ppb;Avg / Hourly;Monthly;
2020-01-01;Riyadh;Ar-Rawabi;PM10;9.0;µg/m3;Min / Hourly;Monthly;
2020-01-01;Riyadh;Al-Jazeera;PM10;1.0;µg/m3;Min / Hourly;Monthly;
2020-01-01;Riyadh;Al-Khaleej;PM10;110.29;µg/m3;Avg / Hourly;Monthly;
2020-01-01;Riyadh;Al-Muruj;PM10;88.19;µg/m3;Avg / Hourly;Monthly;
2020-02-01;Riyadh;Al-Uraija;CO;0.01;ppm;Min / Hourly;Monthly;
2020-02-01;Riyadh;Ar-Rawabi;CO;3.19;ppm;Max / Hourly;Monthly;
2020-02-01;Riyadh;Al-Jazeera;CO;6.4;ppm;Max / Hourly;Monthly;
