id,latitude,longitude,price,room_type,neighbourhood_cleansed,neighbourhood_group_cleansed
449660,40.64885,-73.97453,,Private room,Windsor Terrace,Brooklyn
450577,40.7769,-73.97671,,Entire home/apt,Upper West Side,Manhattan
453094,40.6882557,-73.9638332,,Private room,Clinton Hill,Brooklyn
453255,40.71776,-73.98486,,Entire home/apt,Lower East Side,Manhattan
454334,40.81669,-73.94267,,Private room,Harlem,Manhattan
455734,40.86909,-73.9239,,Entire home/apt,Inwood,Manhattan
456110,40.74812,-73.99603,,Entire home/apt,Chelsea,Manhattan
456190,40.73491,-74.0058,,Entire home/apt,West Village,Manhattan
499763,40.76448,-73.98667,,Private room,Hell's Kitchen,Manhattan
503460,40.59274,-74.16178,,Private room,New Springville,Staten Island
504322,40.73034,-74.00056,,Entire home/apt,Greenwich Village,Manhattan
504362,40.67707,-73.97062,,Entire home/apt,Prospect Heights,Brooklyn
504437,40.72103,-73.98835,,Entire home/apt,Lower East Side,Manhattan
505231,40.77968,-73.95197,,Private room,Upper East Side,Manhattan
505315,40.69204,-73.90661,,Private room,Bushwick,Brooklyn
507393,40.68567,-73.94865,,Private room,Bedford-Stuyvesant,Brooklyn
512022,40.7211,-73.98271,,Entire home/apt,Lower East Side,Manhattan
513343,40.67604,-73.96865,,Entire home/apt,Prospect Heights,Brooklyn
456457,40.73143,-74.00105,,Entire home/apt,Greenwich Village,Manhattan
456578,40.85209,-73.93941,,Private room,Washington Heights,Manhattan
457829,40.72899,-73.98975,,Entire home/apt,East Village,Manhattan
459066,40.76719,-73.95303,,Entire home/apt,Upper East Side,Manhattan
460999,40.81431,-73.94788,,Entire home/apt,Harlem,Manhattan
463042,40.72371,-73.99663,,Entire home/apt,SoHo,Manhattan
464231,40.68905,-73.9541,,Private room,Bedford-Stuyvesant,Brooklyn
465706,40.79903,-73.96297,,Entire home/apt,Upper West Side,Manhattan
466277,40.71116,-73.94721,,Entire home/apt,Williamsburg,Brooklyn
513688,40.68607,-73.98074,,Entire home/apt,Boerum Hill,Brooklyn
514548,40.69775,-73.92615,,Entire home/apt,Bushwick,Brooklyn
466457,40.68928,-73.93908,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
467569,40.71937,-73.98387,,Entire home/apt,Lower East Side,Manhattan
467866,40.73054,-74.00613,,Private room,West Village,Manhattan
470330,40.71569,-73.93716,,Private room,Williamsburg,Brooklyn
470498,40.71051,-74.01724,,Private room,Battery Park City,Manhattan
471758,40.72254,-74.01074,,Entire home/apt,Tribeca,Manhattan
471845,40.68308,-73.94403,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
476983,40.8239,-73.94242,,Private room,Harlem,Manhattan
517654,40.70499,-73.90128,,Entire home/apt,Ridgewood,Queens
519310,40.74506,-73.91251,,Private room,Sunnyside,Queens
521018,40.69445,-73.96546,,Entire home/apt,Clinton Hill,Brooklyn
521522,40.66587,-73.98518,,Private room,South Slope,Brooklyn
523123,40.6605,-73.98332,,Entire home/apt,Windsor Terrace,Brooklyn
528485,40.66272,-73.98913,,Private room,Sunset Park,Brooklyn
528615,40.73112,-74.00292,,Entire home/apt,West Village,Manhattan
478832,40.6748,-74.00032,,Entire home/apt,Carroll Gardens,Brooklyn
479002,40.68687,-73.97074,,Private room,Fort Greene,Brooklyn
479285,40.74709,-73.92056,,Entire home/apt,Sunnyside,Queens
483414,40.68476,-73.94867,,Private room,Bedford-Stuyvesant,Brooklyn
484728,40.61211,-74.03451,,Entire home/apt,Fort Hamilton,Brooklyn
487684,40.68739,-73.9897,,Entire home/apt,Boerum Hill,Brooklyn
491123,40.67379,-73.96623,,Private room,Prospect Heights,Brooklyn
491529,40.67219,-73.97672,,Entire home/apt,Park Slope,Brooklyn
618916,40.67924,-73.96445,,Entire home/apt,Prospect Heights,Brooklyn
530576,40.78105,-73.97858,,Private room,Upper West Side,Manhattan
531455,40.66167,-73.96152,,Entire home/apt,Prospect-Lefferts Gardens,Brooklyn
532288,40.73249053955078,-73.99999237060547,,Entire home/apt,Greenwich Village,Manhattan
536578,40.70209,-73.91476,,Private room,Bushwick,Brooklyn
622410,40.66718,-73.95848,,Private room,Crown Heights,Brooklyn
627949,40.71542,-73.93821,,Entire home/apt,Williamsburg,Brooklyn
628078,40.80272,-73.95618,,Entire home/apt,Harlem,Manhattan
629855,40.71424,-73.94267,,Private room,Williamsburg,Brooklyn
634353,40.77416,-73.98591,,Entire home/apt,Upper West Side,Manhattan
637426,40.72299,-73.98838,,Entire home/apt,East Village,Manhattan
638894,40.67512,-73.95972,,Entire home/apt,Crown Heights,Brooklyn
639199,40.50863,-74.24135,,Entire home/apt,Tottenville,Staten Island
640899,40.68228,-73.94645,,Private room,Bedford-Stuyvesant,Brooklyn
640901,40.68053,-73.9479,,Private room,Bedford-Stuyvesant,Brooklyn
640908,40.68273,-73.94617,,Private room,Bedford-Stuyvesant,Brooklyn
540057,40.82335,-73.95322,,Entire home/apt,Harlem,Manhattan
541725,40.72057081537138,-73.96010448151357,,Entire home/apt,Williamsburg,Brooklyn
543792,40.70873,-73.91732,,Entire home/apt,Ridgewood,Queens
544039,40.64445,-74.00279,,Entire home/apt,Sunset Park,Brooklyn
545261,40.68955,-73.96681,,Private room,Clinton Hill,Brooklyn
545586,40.70977,-73.95917,,Entire home/apt,Williamsburg,Brooklyn
640990,40.7947,-73.93209,,Private room,East Harlem,Manhattan
641012,40.68308,-73.92416,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
641768,40.76042,-73.9975,,Entire home/apt,Hell's Kitchen,Manhattan
643328,40.67677,-73.96283,,Entire home/apt,Crown Heights,Brooklyn
643591,40.78279,-73.97317,,Entire home/apt,Upper West Side,Manhattan
644575,40.63139,-74.08169,,Private room,Tompkinsville,Staten Island
645075,40.76277923583984,-73.9910888671875,,Private room,Hell's Kitchen,Manhattan
645693,40.75608,-73.91768,,Private room,Astoria,Queens
545651,40.66051,-73.95078,,Private room,Prospect-Lefferts Gardens,Brooklyn
548184,40.72515,-73.95153,,Private room,Greenpoint,Brooklyn
549873,40.72594,-73.98219,,Entire home/apt,East Village,Manhattan
550653,40.66014,-73.98311,,Private room,Windsor Terrace,Brooklyn
550858,40.74734,-73.9931,,Entire home/apt,Chelsea,Manhattan
552502,40.67808,-73.9573,,Private room,Crown Heights,Brooklyn
552519,40.67382,-73.94012,,Entire home/apt,Crown Heights,Brooklyn
552639,40.81711,-73.94736,,Entire home/apt,Harlem,Manhattan
645922,40.7454,-73.9831,,Private room,Midtown,Manhattan
646458,40.71406,-73.96749,,Private room,Williamsburg,Brooklyn
647580,40.7299,-73.98473,,Entire home/apt,East Village,Manhattan
649561,40.75141,-73.99557,,Entire home/apt,Chelsea,Manhattan
649972,40.71799,-73.99213,,Entire home/apt,Lower East Side,Manhattan
651375,40.72493743896485,-73.9961929321289,,Entire home/apt,SoHo,Manhattan
651648,40.68178,-73.96471,,Private room,Clinton Hill,Brooklyn
655472,40.67574,-73.95434,,Entire home/apt,Crown Heights,Brooklyn
657198,40.68731,-74.0004,,Entire home/apt,Columbia St,Brooklyn
658366,40.7334228896557,-73.9855102558238,,Entire home/apt,Gramercy,Manhattan
553872,40.82193,-73.94175,,Private room,Harlem,Manhattan
553903,40.822964,-73.942474,,Private room,Harlem,Manhattan
557487,40.72378,-73.947,,Entire home/apt,Greenpoint,Brooklyn
560078,40.72369,-73.97849,,Private room,East Village,Manhattan
563442,40.7359,-74.00128,,Entire home/apt,West Village,Manhattan
565814,40.68257,-73.93713,,Private room,Bedford-Stuyvesant,Brooklyn
658932,40.69958,-73.90251,,Private room,Ridgewood,Queens
660036,40.78938,-73.96796,,Private room,Upper West Side,Manhattan
664047,40.77493,-73.98732,,Entire home/apt,Upper West Side,Manhattan
665394,40.75844,-73.98819,,Entire home/apt,Theater District,Manhattan
666220,40.72771,-73.98172,,Private room,East Village,Manhattan
666613,40.71084,-73.96205,,Entire home/apt,Williamsburg,Brooklyn
666837,40.71879,-73.99176,,Entire home/apt,Lower East Side,Manhattan
667375,40.74075,-74.00102,,Entire home/apt,Chelsea,Manhattan
668691,40.68956,-73.9189,,Private room,Bushwick,Brooklyn
566712,40.72583,-73.97819,,Private room,East Village,Manhattan
568684,40.70073,-73.92245,,Entire home/apt,Bushwick,Brooklyn
570218,40.68497,-73.97644,,Entire home/apt,Fort Greene,Brooklyn
570797,40.76119,-73.99225,,Private room,Hell's Kitchen,Manhattan
571564,40.67432,-73.94744,,Private room,Crown Heights,Brooklyn
669640,40.67646,-73.97875,,Private room,Park Slope,Brooklyn
675793,40.73523,-74.00341,,Private room,West Village,Manhattan
680104,40.71809,-73.99453,,Private room,Chinatown,Manhattan
680225,40.71028,-73.91649,,Private room,Ridgewood,Queens
680338,40.680859316620584,-73.95412312235507,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
681599,40.65043,-74.00387,,Private room,Sunset Park,Brooklyn
684808,40.74793,-73.97887,,Entire home/apt,Murray Hill,Manhattan
684991,40.74793,-73.97887,,Entire home/apt,Murray Hill,Manhattan
573671,40.68634,-73.95055,,Private room,Bedford-Stuyvesant,Brooklyn
576227,40.82274,-73.95408,,Entire home/apt,Harlem,Manhattan
576916,40.7967,-73.97201,,Entire home/apt,Upper West Side,Manhattan
577243,40.73209,-73.95861,,Private room,Greenpoint,Brooklyn
689329,40.75804,-73.89447,,Private room,East Elmhurst,Queens
690603,40.67595,-73.95121,,Entire home/apt,Crown Heights,Brooklyn
690934,40.68169,-73.9769,,Entire home/apt,Park Slope,Brooklyn
692137,40.71404,-73.96077,,Entire home/apt,Williamsburg,Brooklyn
695465,40.7244,-73.9802,,Entire home/apt,East Village,Manhattan
698094,40.76221,-73.97787,,Private room,Midtown,Manhattan
698132,40.69149,-73.93662,,Private room,Bedford-Stuyvesant,Brooklyn
698882,40.68928,-73.99544,,Private room,Cobble Hill,Brooklyn
579251,40.69174,-73.92276,,Entire home/apt,Bushwick,Brooklyn
581180,40.68031,-73.96336,,Entire home/apt,Crown Heights,Brooklyn
581488,40.71583,-73.96277,,Entire home/apt,Williamsburg,Brooklyn
582372,40.77266,-73.92268,,Private room,Astoria,Queens
583352,40.72326,-73.97969,,Entire home/apt,East Village,Manhattan
587519,40.71099,-73.95217,,Private room,Williamsburg,Brooklyn
699472,40.709278,-73.954689,,Entire home/apt,Williamsburg,Brooklyn
703745,40.72305,-73.98641,,Entire home/apt,East Village,Manhattan
703971,40.6582,-73.95088,,Private room,Prospect-Lefferts Gardens,Brooklyn
704838,40.74836,-73.89686,,Entire home/apt,Woodside,Queens
705749,40.60066,-74.08902,,Private room,Concord,Staten Island
705997,40.66044,-73.99279,,Entire home/apt,Sunset Park,Brooklyn
707396,40.725518651085686,-73.98048563867302,,Private room,East Village,Manhattan
711635,40.7288,-73.98731,,Entire home/apt,East Village,Manhattan
712127,40.60194,-74.09024,,Private room,Concord,Staten Island
587698,40.60402,-73.97038,,Entire home/apt,Gravesend,Brooklyn
590903,40.80682,-73.94814,,Entire home/apt,Harlem,Manhattan
591135,40.72428,-73.99579,,Private room,Nolita,Manhattan
591565,40.71493,-74.00698,,Private room,Tribeca,Manhattan
712136,40.60035,-74.09103,,Private room,Concord,Staten Island
712260,40.68176,-73.99473,,Private room,Carroll Gardens,Brooklyn
713538,40.68375,-73.96142,,Entire home/apt,Clinton Hill,Brooklyn
714028,40.7484,-73.89892,,Entire home/apt,Woodside,Queens
714049,40.74874,-73.89746,,Entire home/apt,Woodside,Queens
715070,40.73524,-73.99817,,Entire home/apt,Greenwich Village,Manhattan
715102,40.71116,-73.94989,,Private room,Williamsburg,Brooklyn
717582,40.68343,-73.9603,,Entire home/apt,Clinton Hill,Brooklyn
721762,40.72585,-73.98542,,Entire home/apt,East Village,Manhattan
593000,40.77287,-73.94667,,Entire home/apt,Upper East Side,Manhattan
594036,40.73216,-74.00521,,Entire home/apt,West Village,Manhattan
594732,40.73532,-73.99506,,Entire home/apt,Greenwich Village,Manhattan
597544,40.74109,-73.92398,,Private room,Sunnyside,Queens
597624,40.67636,-73.98098,,Entire home/apt,Park Slope,Brooklyn
597668,40.68278,-73.93863,,Private room,Bedford-Stuyvesant,Brooklyn
599595,40.78186,-73.97849,,Entire home/apt,Upper West Side,Manhattan
600775,40.67942,-73.97252,,Private room,Prospect Heights,Brooklyn
600877,40.68441,-73.98405,,Entire home/apt,Boerum Hill,Brooklyn
602070,40.72162,-73.95114,,Entire home/apt,Greenpoint,Brooklyn
727512,40.73756,-73.9535,,Entire home/apt,Greenpoint,Brooklyn
727547,40.73756,-73.9535,,Entire home/apt,Greenpoint,Brooklyn
729841,40.7384,-74.0034,,Entire home/apt,West Village,Manhattan
731316,40.74051,-74.00029,,Entire home/apt,Chelsea,Manhattan
734749,40.78375,-73.97741,,Entire home/apt,Upper West Side,Manhattan
736187,40.72516,-73.95004,,Private room,Greenpoint,Brooklyn
739239,40.78615,-73.97454,,Entire home/apt,Upper West Side,Manhattan
739242,40.78552,-73.97435,,Entire home/apt,Upper West Side,Manhattan
740754,40.76797,-73.91625,,Private room,Astoria,Queens
741154,40.71751,-74.00392,,Entire home/apt,Tribeca,Manhattan
741712,40.7335,-73.98704,,Entire home/apt,Gramercy,Manhattan
604204,40.68098,-73.96604,,Entire home/apt,Prospect Heights,Brooklyn
606269,40.76114,-73.99369,,Entire home/apt,Hell's Kitchen,Manhattan
607781,40.79046,-73.94576,,Entire home/apt,East Harlem,Manhattan
607891,40.77469,-73.98069,,Private room,Upper West Side,Manhattan
609213,40.67493,-73.96398,,Entire home/apt,Prospect Heights,Brooklyn
611156,40.82875,-73.93969,,Private room,Harlem,Manhattan
613528,40.81695,-73.94723,,Entire home/apt,Harlem,Manhattan
741783,40.73298,-74.00238,,Entire home/apt,West Village,Manhattan
747316,40.79995346069336,-73.96089172363281,,Private room,Upper West Side,Manhattan
748118,40.73737,-73.95354,,Entire home/apt,Greenpoint,Brooklyn
748233,40.73141,-73.98492,,Entire home/apt,East Village,Manhattan
749276,40.69266,-73.90362,,Entire home/apt,Bushwick,Brooklyn
752289,40.72734,-74.00094,,Entire home/apt,SoHo,Manhattan
752366,40.75598,-73.91651,,Entire home/apt,Astoria,Queens
753622,40.73171,-73.98615,,Private room,East Village,Manhattan
614269,40.71108,-73.93717,,Entire home/apt,Williamsburg,Brooklyn
616249,40.65724,-73.99919,,Entire home/apt,Sunset Park,Brooklyn
828553,40.73298,-73.98694,,Shared room,East Village,Manhattan
828616,40.66559,-73.93348,,Entire home/apt,Crown Heights,Brooklyn
829935,40.83693,-73.93692,,Entire home/apt,Washington Heights,Manhattan
831911,40.7764,-73.98371,,Entire home/apt,Upper West Side,Manhattan
832596,40.77613,-73.94872,,Entire home/apt,Upper East Side,Manhattan
836720,40.78365,-73.8381,,Entire home/apt,College Point,Queens
753687,40.68023419130707,-73.93856346191183,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
753991,40.68524,-73.93604,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
754353,40.7588,-73.92815,,Private room,Long Island City,Queens
755703,40.70237,-73.92643,,Private room,Bushwick,Brooklyn
758919,40.73464,-74.00349,,Entire home/apt,West Village,Manhattan
759901,40.8666,-73.85532,,Private room,Allerton,Bronx
761835,40.76592,-73.92707,,Private room,Astoria,Queens
762015,40.70024,-73.92833,,Private room,Bushwick,Brooklyn
837503,40.69135263700129,-73.95725161773552,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
838070,40.66241,-73.99197,,Entire home/apt,Sunset Park,Brooklyn
838586,40.71731,-73.95272,,Entire home/apt,Williamsburg,Brooklyn
840731,40.73172,-73.98985,,Entire home/apt,East Village,Manhattan
762145,40.78349,-73.98221,,Entire home/apt,Upper West Side,Manhattan
762426,40.7988,-73.96113,,Private room,Upper West Side,Manhattan
763600,40.70499,-73.93315,,Private room,Williamsburg,Brooklyn
765563,40.7565,-73.7616,,Entire home/apt,Bayside,Queens
765569,40.69619,-73.98324,,Entire home/apt,Downtown Brooklyn,Brooklyn
766542,40.7202,-73.95489,,Entire home/apt,Greenpoint,Brooklyn
766814,40.76041,-73.9962,,Entire home/apt,Hell's Kitchen,Manhattan
766964,40.76831,-73.92352,,Private room,Astoria,Queens
840794,40.67454,-73.96575,,Entire home/apt,Prospect Heights,Brooklyn
841075,40.70519,-73.9253,,Entire home/apt,Bushwick,Brooklyn
841484,40.7207,-73.98713,,Entire home/apt,Lower East Side,Manhattan
842167,40.71682,-73.99222,,Entire home/apt,Chinatown,Manhattan
842494,40.77832,-73.98442,,Entire home/apt,Upper West Side,Manhattan
844319,40.63145,-73.95882,,Entire home/apt,Flatbush,Brooklyn
846549,40.6891,-73.95398,,Private room,Bedford-Stuyvesant,Brooklyn
846854,40.78711,-73.97226,,Entire home/apt,Upper West Side,Manhattan
847648,40.82771,-73.94468,,Entire home/apt,Harlem,Manhattan
848071,40.71738,-73.99231,,Entire home/apt,Chinatown,Manhattan
848718,40.66077,-73.9569,,Private room,Prospect-Lefferts Gardens,Brooklyn
767286,40.794971739805746,-73.97383419264895,,Private room,Upper West Side,Manhattan
769175,40.8361,-73.94562,,Private room,Washington Heights,Manhattan
773844,40.69436,-73.97014,,Private room,Fort Greene,Brooklyn
773885,40.69908,-73.95317,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
774791,40.75493,-73.8236,,Private room,Flushing,Queens
777097,40.68167,-73.93801,,Private room,Bedford-Stuyvesant,Brooklyn
777327,40.64075,-73.96377,,Entire home/apt,Flatbush,Brooklyn
779596,40.71944,-73.99165,,Entire home/apt,Lower East Side,Manhattan
779838,40.79865,-73.97135,,Entire home/apt,Upper West Side,Manhattan
849603,40.67542,-73.94685,,Entire home/apt,Crown Heights,Brooklyn
850148,40.71189,-73.96484,,Private room,Williamsburg,Brooklyn
850338,40.71586,-73.9453,,Entire home/apt,Williamsburg,Brooklyn
850517,40.68769,-73.91286,,Entire home/apt,Bushwick,Brooklyn
850712,40.72959300603329,-73.99946608183235,,Entire home/apt,Greenwich Village,Manhattan
781865,40.67662,-73.95913,,Entire home/apt,Crown Heights,Brooklyn
782063,40.68382,-73.9548,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
783202,40.73277,-74.00267,,Entire home/apt,West Village,Manhattan
783341,40.71562,-73.98401,,Private room,Lower East Side,Manhattan
784088,40.71254,-73.96277,,Entire home/apt,Williamsburg,Brooklyn
784122,40.68139,-73.91538,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
784124,40.68175,-73.91372,,Entire home/apt,Bedford-Stuyvesant,Brooklyn
785097,40.82301,-73.91396,,Private room,Melrose,Bronx
850943,40.71204,-73.96459,,Entire home/apt,Williamsburg,Brooklyn
852118,40.67506,-73.95866,,Entire home/apt,Crown Heights,Brooklyn
852632,40.66822,-73.99365,,Private room,Gowanus,Brooklyn
854396,40.70943,-73.92446,,Private room,Williamsburg,Brooklyn
785166,40.71774,-73.982,,Entire home/apt,Lower East Side,Manhattan
785978,40.72623,-73.98226,,Entire home/apt,East Village,Manhattan
786685,40.82293,-73.94954,,Entire home/apt,Harlem,Manhattan
787060,40.74793,-73.98017,,Private room,Murray Hill,Manhattan
788035,40.72222,-73.99472,,Private room,Nolita,Manhattan
789302,40.74222,-74.00381,,Entire home/apt,Chelsea,Manhattan
789476,40.79828,-73.95249,,Private room,Harlem,Manhattan
789686,40.85036,-73.93841,,Private room,Washington Heights,Manhattan
790767,40.72822,-73.98775,,Entire home/apt,East Village,Manhattan
855549,40.79455,-73.97188,,Private room,Upper West Side,Manhattan
856440,40.76749,-73.98216,,Entire home/apt,Midtown,Manhattan
856918,40.67562,-73.98259,,Private room,Park Slope,Brooklyn
857810,40.71301,-73.94752,,Entire home/apt,Williamsburg,Brooklyn
862890,40.84903,-73.93144,,Private room,Washington Heights,Manhattan
867020,40.73336,-73.95815,,Private room,Greenpoint,Brooklyn
794156,40.77149,-73.98071,,Entire home/apt,Upper West Side,Manhattan
794281,40.73368,-73.99182,,Entire home/apt,Greenwich Village,Manhattan
794425,40.65901,-73.97606,,Entire home/apt,Windsor Terrace,Brooklyn
794427,40.65989,-73.97813,,Entire home/apt,Windsor Terrace,Brooklyn
794496,40.86639,-73.92685,,Private room,Inwood,Manhattan
795641,40.77559,-73.9072,,Entire home/apt,Ditmars Steinway,Queens
796232,40.70294,-73.92652,,Entire home/apt,Bushwick,Brooklyn
797696,40.70956,-73.95668,,Private room,Williamsburg,Brooklyn
867749,40.67781,-73.96298,,Entire home/apt,Crown Heights,Brooklyn
868548,40.70727,-73.94026,,Private room,Williamsburg,Brooklyn
869522,40.8263,-73.95006,,Private room,Harlem,Manhattan
872210,40.732,-73.98759,,Private room,East Village,Manhattan
873385,40.66097,-73.96184,,Entire home/apt,Prospect-Lefferts Gardens,Brooklyn
873701,40.67103,-73.95649,,Entire home/apt,Crown Heights,Brooklyn
874706,40.64541,-73.97307,,Entire home/apt,Kensington,Brooklyn
